Campaign,Ad Group,Keyword,Criterion Type,Labels
SEM_Cars,Chevrolet,+Chevrolet +auto +finance,Broad,Auto Finance
SEM_Cars,Chevrolet,Chevrolet car finance,Exact,Car Finance
SEM_Cars,Chevrolet,Chevrolet car finance,Phrase,Car Finance
SEM_Cars,Chevrolet,+Chevrolet +car +finance,Broad,Car Finance
SEM_Cars,Chevrolet,Chevrolet cheap,Exact,Cheap
SEM_Cars,Chevrolet,Chevrolet cheap,Phrase,Cheap
SEM_Cars,Chevrolet,+Chevrolet +cheap,Broad,Cheap
SEM_Cars,Chevrolet,Chevrolet cheapest,Exact,Cheapest
SEM_Cars,Chevrolet,Chevrolet cheapest,Phrase,Cheapest
SEM_Cars,Chevrolet,+Chevrolet +cheapest,Broad,Cheapest
SEM_Cars,Chevrolet,Chevrolet best price,Exact,Best Price
SEM_Cars,Chevrolet,Chevrolet best price,Phrase,Best Price
SEM_Cars,Chevrolet,+Chevrolet +best +price,Broad,Best Price
SEM_Cars,Chevrolet,Chevrolet lease,Exact,Lease
SEM_Cars,Chevrolet,Chevrolet lease,Phrase,Lease
SEM_Cars,Chevrolet,+Chevrolet +lease,Broad,Lease
SEM_Cars,Chevrolet,Chevrolet leasing,Exact,Leasing
SEM_Cars,Chevrolet,Chevrolet leasing,Phrase,Leasing
SEM_Cars,Chevrolet,+Chevrolet +leasing,Broad,Leasing
SEM_Cars,Chevrolet,Chevrolet certified,Exact,Certified
SEM_Cars,Chevrolet,Chevrolet certified,Phrase,Certified
SEM_Cars,Chevrolet,+Chevrolet +certified,Broad,Certified
SEM_Cars,Chevrolet,buy Chevrolet,Exact,Buy
SEM_Cars,Chevrolet,buy Chevrolet,Phrase,Buy
SEM_Cars,Chevrolet,+buy +Chevrolet,Broad,Buy
SEM_Cars,Chevrolet,price Chevrolet,Exact,Price
SEM_Cars,Chevrolet,price Chevrolet,Phrase,Price
SEM_Cars,Chevrolet,+price +Chevrolet,Broad,Price
SEM_Cars,Chevrolet,shop Chevrolet,Exact,Shop
SEM_Cars,Chevrolet,shop Chevrolet,Phrase,Shop
SEM_Cars,Chevrolet,+shop +Chevrolet,Broad,Shop
SEM_Cars,Chevrolet,used Chevrolet,Exact,Used
SEM_Cars,Chevrolet,used Chevrolet,Phrase,Used
SEM_Cars,Chevrolet,+used +Chevrolet,Broad,Used
SEM_Cars,Chevrolet,second hand Chevrolet,Exact,Second Hand
SEM_Cars,Chevrolet,second hand Chevrolet,Phrase,Second Hand
SEM_Cars,Chevrolet,+second +hand +Chevrolet,Broad,Second Hand
SEM_Cars,Chevrolet,auto loan Chevrolet,Exact,Auto Loan
SEM_Cars,Chevrolet,auto loan Chevrolet,Phrase,Auto Loan
SEM_Cars,Chevrolet,+auto +loan +Chevrolet,Broad,Auto Loan
SEM_Cars,Chevrolet,car loan Chevrolet,Exact,Car Loan
SEM_Cars,Chevrolet,car loan Chevrolet,Phrase,Car Loan
SEM_Cars,Chevrolet,+car +loan +Chevrolet,Broad,Car Loan
SEM_Cars,Chevrolet,auto finance Chevrolet,Exact,Auto Finance
SEM_Cars,Chevrolet,auto finance Chevrolet,Phrase,Auto Finance
SEM_Cars,Chevrolet,+auto +finance +Chevrolet,Broad,Auto Finance
SEM_Cars,Chevrolet,car finance Chevrolet,Exact,Car Finance
SEM_Cars,Chevrolet,car finance Chevrolet,Phrase,Car Finance
SEM_Cars,Chevrolet,+car +finance +Chevrolet,Broad,Car Finance
SEM_Cars,Chevrolet,cheap Chevrolet,Exact,Cheap
SEM_Cars,Chevrolet,cheap Chevrolet,Phrase,Cheap
SEM_Cars,Chevrolet,+cheap +Chevrolet,Broad,Cheap
SEM_Cars,Chevrolet,cheapest Chevrolet,Exact,Cheapest
SEM_Cars,Chevrolet,cheapest Chevrolet,Phrase,Cheapest
SEM_Cars,Chevrolet,+cheapest +Chevrolet,Broad,Cheapest
SEM_Cars,Chevrolet,best price Chevrolet,Exact,Best Price
SEM_Cars,Chevrolet,best price Chevrolet,Phrase,Best Price
SEM_Cars,Chevrolet,+best +price +Chevrolet,Broad,Best Price
SEM_Cars,Chevrolet,lease Chevrolet,Exact,Lease
SEM_Cars,Chevrolet,lease Chevrolet,Phrase,Lease
SEM_Cars,Chevrolet,+lease +Chevrolet,Broad,Lease
SEM_Cars,Chevrolet,leasing Chevrolet,Exact,Leasing
SEM_Cars,Chevrolet,leasing Chevrolet,Phrase,Leasing
SEM_Cars,Chevrolet,+leasing +Chevrolet,Broad,Leasing
SEM_Cars,Chevrolet,certified Chevrolet,Exact,Certified
SEM_Cars,Chevrolet,certified Chevrolet,Phrase,Certified
SEM_Cars,Chevrolet,+certified +Chevrolet,Broad,Certified
SEM_Cars,Volkswagen,Volkswagen buy,Exact,Buy
SEM_Cars,Volkswagen,Volkswagen buy,Phrase,Buy
SEM_Cars,Volkswagen,+Volkswagen +buy,Broad,Buy
SEM_Cars,Volkswagen,Volkswagen price,Exact,Price
SEM_Cars,Volkswagen,Volkswagen price,Phrase,Price
SEM_Cars,Volkswagen,+Volkswagen +price,Broad,Price
SEM_Cars,Volkswagen,Volkswagen shop,Exact,Shop
SEM_Cars,Volkswagen,Volkswagen shop,Phrase,Shop
SEM_Cars,Volkswagen,+Volkswagen +shop,Broad,Shop
SEM_Cars,Volkswagen,Volkswagen used,Exact,Used
SEM_Cars,Volkswagen,Volkswagen used,Phrase,Used
SEM_Cars,Volkswagen,+Volkswagen +used,Broad,Used
SEM_Cars,Volkswagen,Volkswagen second hand,Exact,Second Hand
SEM_Cars,Volkswagen,Volkswagen second hand,Phrase,Second Hand
SEM_Cars,Volkswagen,+Volkswagen +second +hand,Broad,Second Hand
SEM_Cars,Volkswagen,Volkswagen auto loan,Exact,Auto Loan
SEM_Cars,Volkswagen,Volkswagen auto loan,Phrase,Auto Loan
SEM_Cars,Volkswagen,+Volkswagen +auto +loan,Broad,Auto Loan
SEM_Cars,Volkswagen,Volkswagen car loan,Exact,Car Loan
SEM_Cars,Volkswagen,Volkswagen car loan,Phrase,Car Loan
SEM_Cars,Volkswagen,+Volkswagen +car +loan,Broad,Car Loan
SEM_Cars,Volkswagen,Volkswagen auto finance,Exact,Auto Finance
SEM_Cars,Volkswagen,Volkswagen auto finance,Phrase,Auto Finance
SEM_Cars,Volkswagen,+Volkswagen +auto +finance,Broad,Auto Finance
SEM_Cars,Volkswagen,Volkswagen car finance,Exact,Car Finance
SEM_Cars,Volkswagen,Volkswagen car finance,Phrase,Car Finance
SEM_Cars,Volkswagen,+Volkswagen +car +finance,Broad,Car Finance
SEM_Cars,Volkswagen,Volkswagen cheap,Exact,Cheap
SEM_Cars,Volkswagen,Volkswagen cheap,Phrase,Cheap
SEM_Cars,Volkswagen,+Volkswagen +cheap,Broad,Cheap
SEM_Cars,Volkswagen,Volkswagen cheapest,Exact,Cheapest
SEM_Cars,Volkswagen,Volkswagen cheapest,Phrase,Cheapest
SEM_Cars,Volkswagen,+Volkswagen +cheapest,Broad,Cheapest
SEM_Cars,Volkswagen,Volkswagen best price,Exact,Best Price
SEM_Cars,Volkswagen,Volkswagen best price,Phrase,Best Price
SEM_Cars,Volkswagen,+Volkswagen +best +price,Broad,Best Price
SEM_Cars,Volkswagen,Volkswagen lease,Exact,Lease
SEM_Cars,Volkswagen,Volkswagen lease,Phrase,Lease
SEM_Cars,Volkswagen,+Volkswagen +lease,Broad,Lease
SEM_Cars,Volkswagen,Volkswagen leasing,Exact,Leasing
SEM_Cars,Volkswagen,Volkswagen leasing,Phrase,Leasing
SEM_Cars,Volkswagen,+Volkswagen +leasing,Broad,Leasing
SEM_Cars,Volkswagen,Volkswagen certified,Exact,Certified
SEM_Cars,Volkswagen,Volkswagen certified,Phrase,Certified
SEM_Cars,Volkswagen,+Volkswagen +certified,Broad,Certified
SEM_Cars,Volkswagen,buy Volkswagen,Exact,Buy
SEM_Cars,Volkswagen,buy Volkswagen,Phrase,Buy
SEM_Cars,Volkswagen,+buy +Volkswagen,Broad,Buy
SEM_Cars,Volkswagen,price Volkswagen,Exact,Price
SEM_Cars,Volkswagen,price Volkswagen,Phrase,Price
SEM_Cars,Volkswagen,+price +Volkswagen,Broad,Price
SEM_Cars,Volkswagen,shop Volkswagen,Exact,Shop
SEM_Cars,Volkswagen,shop Volkswagen,Phrase,Shop
SEM_Cars,Volkswagen,+shop +Volkswagen,Broad,Shop
SEM_Cars,Volkswagen,used Volkswagen,Exact,Used
SEM_Cars,Volkswagen,used Volkswagen,Phrase,Used
SEM_Cars,Volkswagen,+used +Volkswagen,Broad,Used
SEM_Cars,Volkswagen,second hand Volkswagen,Exact,Second Hand
SEM_Cars,Volkswagen,second hand Volkswagen,Phrase,Second Hand
SEM_Cars,Volkswagen,+second +hand +Volkswagen,Broad,Second Hand
SEM_Cars,Volkswagen,auto loan Volkswagen,Exact,Auto Loan
SEM_Cars,Volkswagen,auto loan Volkswagen,Phrase,Auto Loan
SEM_Cars,Volkswagen,+auto +loan +Volkswagen,Broad,Auto Loan
SEM_Cars,Volkswagen,car loan Volkswagen,Exact,Car Loan
SEM_Cars,Volkswagen,car loan Volkswagen,Phrase,Car Loan
SEM_Cars,Volkswagen,+car +loan +Volkswagen,Broad,Car Loan
SEM_Cars,Volkswagen,auto finance Volkswagen,Exact,Auto Finance
SEM_Cars,Volkswagen,auto finance Volkswagen,Phrase,Auto Finance
SEM_Cars,Volkswagen,+auto +finance +Volkswagen,Broad,Auto Finance
SEM_Cars,Volkswagen,car finance Volkswagen,Exact,Car Finance
SEM_Cars,Volkswagen,car finance Volkswagen,Phrase,Car Finance
SEM_Cars,Volkswagen,+car +finance +Volkswagen,Broad,Car Finance
SEM_Cars,Volkswagen,cheap Volkswagen,Exact,Cheap
SEM_Cars,Volkswagen,cheap Volkswagen,Phrase,Cheap
SEM_Cars,Volkswagen,+cheap +Volkswagen,Broad,Cheap
SEM_Cars,Volkswagen,cheapest Volkswagen,Exact,Cheapest
SEM_Cars,Volkswagen,cheapest Volkswagen,Phrase,Cheapest
SEM_Cars,Volkswagen,+cheapest +Volkswagen,Broad,Cheapest
SEM_Cars,Volkswagen,best price Volkswagen,Exact,Best Price
SEM_Cars,Volkswagen,best price Volkswagen,Phrase,Best Price
SEM_Cars,Volkswagen,+best +price +Volkswagen,Broad,Best Price
SEM_Cars,Volkswagen,lease Volkswagen,Exact,Lease
SEM_Cars,Volkswagen,lease Volkswagen,Phrase,Lease
SEM_Cars,Volkswagen,+lease +Volkswagen,Broad,Lease
SEM_Cars,Volkswagen,leasing Volkswagen,Exact,Leasing
SEM_Cars,Volkswagen,leasing Volkswagen,Phrase,Leasing
SEM_Cars,Volkswagen,+leasing +Volkswagen,Broad,Leasing
SEM_Cars,Volkswagen,certified Volkswagen,Exact,Certified
SEM_Cars,Volkswagen,certified Volkswagen,Phrase,Certified
SEM_Cars,Volkswagen,+certified +Volkswagen,Broad,Certified
SEM_Cars,Honda,Honda buy,Exact,Buy
SEM_Cars,Honda,Honda buy,Phrase,Buy
SEM_Cars,Honda,+Honda +buy,Broad,Buy
SEM_Cars,Honda,Honda price,Exact,Price
SEM_Cars,Honda,Honda price,Phrase,Price
SEM_Cars,Honda,+Honda +price,Broad,Price
SEM_Cars,Honda,Honda shop,Exact,Shop
SEM_Cars,Honda,Honda shop,Phrase,Shop
SEM_Cars,Honda,+Honda +shop,Broad,Shop
SEM_Cars,Honda,Honda used,Exact,Used
SEM_Cars,Honda,Honda used,Phrase,Used
SEM_Cars,Honda,+Honda +used,Broad,Used
SEM_Cars,Honda,Honda second hand,Exact,Second Hand
SEM_Cars,Honda,Honda second hand,Phrase,Second Hand
SEM_Cars,Honda,+Honda +second +hand,Broad,Second Hand
SEM_Cars,Honda,Honda auto loan,Exact,Auto Loan
SEM_Cars,Honda,Honda auto loan,Phrase,Auto Loan
SEM_Cars,Honda,+Honda +auto +loan,Broad,Auto Loan
SEM_Cars,Honda,Honda car loan,Exact,Car Loan
SEM_Cars,Honda,Honda car loan,Phrase,Car Loan
SEM_Cars,Honda,+Honda +car +loan,Broad,Car Loan
SEM_Cars,Honda,Honda auto finance,Exact,Auto Finance
SEM_Cars,Honda,Honda auto finance,Phrase,Auto Finance
SEM_Cars,Honda,+Honda +auto +finance,Broad,Auto Finance
SEM_Cars,Honda,Honda car finance,Exact,Car Finance
SEM_Cars,Honda,Honda car finance,Phrase,Car Finance
SEM_Cars,Honda,+Honda +car +finance,Broad,Car Finance
SEM_Cars,Honda,Honda cheap,Exact,Cheap
SEM_Cars,Honda,Honda cheap,Phrase,Cheap
SEM_Cars,Honda,+Honda +cheap,Broad,Cheap
SEM_Cars,Honda,Honda cheapest,Exact,Cheapest
SEM_Cars,Honda,Honda cheapest,Phrase,Cheapest
SEM_Cars,Honda,+Honda +cheapest,Broad,Cheapest
SEM_Cars,Honda,Honda best price,Exact,Best Price
SEM_Cars,Honda,Honda best price,Phrase,Best Price
SEM_Cars,Honda,+Honda +best +price,Broad,Best Price
SEM_Cars,Honda,Honda lease,Exact,Lease
SEM_Cars,Honda,Honda lease,Phrase,Lease
SEM_Cars,Honda,+Honda +lease,Broad,Lease
SEM_Cars,Honda,Honda leasing,Exact,Leasing
SEM_Cars,Honda,Honda leasing,Phrase,Leasing
SEM_Cars,Honda,+Honda +leasing,Broad,Leasing
SEM_Cars,Honda,Honda certified,Exact,Certified
SEM_Cars,Honda,Honda certified,Phrase,Certified
SEM_Cars,Honda,+Honda +certified,Broad,Certified
SEM_Cars,Honda,buy Honda,Exact,Buy
SEM_Cars,Honda,buy Honda,Phrase,Buy
SEM_Cars,Honda,+buy +Honda,Broad,Buy
SEM_Cars,Honda,price Honda,Exact,Price
SEM_Cars,Honda,price Honda,Phrase,Price
SEM_Cars,Honda,+price +Honda,Broad,Price
SEM_Cars,Honda,shop Honda,Exact,Shop
SEM_Cars,Honda,shop Honda,Phrase,Shop
SEM_Cars,Honda,+shop +Honda,Broad,Shop
SEM_Cars,Honda,used Honda,Exact,Used
SEM_Cars,Honda,used Honda,Phrase,Used
SEM_Cars,Honda,+used +Honda,Broad,Used
SEM_Cars,Honda,second hand Honda,Exact,Second Hand
SEM_Cars,Honda,second hand Honda,Phrase,Second Hand
SEM_Cars,Honda,+second +hand +Honda,Broad,Second Hand
SEM_Cars,Honda,auto loan Honda,Exact,Auto Loan
SEM_Cars,Honda,auto loan Honda,Phrase,Auto Loan
SEM_Cars,Honda,+auto +loan +Honda,Broad,Auto Loan
SEM_Cars,Honda,car loan Honda,Exact,Car Loan
SEM_Cars,Honda,car loan Honda,Phrase,Car Loan
SEM_Cars,Honda,+car +loan +Honda,Broad,Car Loan
SEM_Cars,Honda,auto finance Honda,Exact,Auto Finance
SEM_Cars,Honda,auto finance Honda,Phrase,Auto Finance
SEM_Cars,Honda,+auto +finance +Honda,Broad,Auto Finance
SEM_Cars,Honda,car finance Honda,Exact,Car Finance
SEM_Cars,Honda,car finance Honda,Phrase,Car Finance
SEM_Cars,Honda,+car +finance +Honda,Broad,Car Finance
SEM_Cars,Honda,cheap Honda,Exact,Cheap
SEM_Cars,Honda,cheap Honda,Phrase,Cheap
SEM_Cars,Honda,+cheap +Honda,Broad,Cheap
SEM_Cars,Honda,cheapest Honda,Exact,Cheapest
SEM_Cars,Honda,cheapest Honda,Phrase,Cheapest
SEM_Cars,Honda,+cheapest +Honda,Broad,Cheapest
SEM_Cars,Honda,best price Honda,Exact,Best Price
SEM_Cars,Honda,best price Honda,Phrase,Best Price
SEM_Cars,Honda,+best +price +Honda,Broad,Best Price
SEM_Cars,Honda,lease Honda,Exact,Lease
SEM_Cars,Honda,lease Honda,Phrase,Lease
SEM_Cars,Honda,+lease +Honda,Broad,Lease
SEM_Cars,Honda,leasing Honda,Exact,Leasing
SEM_Cars,Honda,leasing Honda,Phrase,Leasing
SEM_Cars,Honda,+leasing +Honda,Broad,Leasing
SEM_Cars,Honda,certified Honda,Exact,Certified
SEM_Cars,Honda,certified Honda,Phrase,Certified
SEM_Cars,Honda,+certified +Honda,Broad,Certified
SEM_Cars,Gmc,GMC buy,Exact,Buy
SEM_Cars,Gmc,GMC buy,Phrase,Buy
SEM_Cars,Gmc,+GMC +buy,Broad,Buy
SEM_Cars,Gmc,GMC price,Exact,Price
SEM_Cars,Gmc,GMC price,Phrase,Price
SEM_Cars,Gmc,+GMC +price,Broad,Price
SEM_Cars,Gmc,GMC shop,Exact,Shop
SEM_Cars,Gmc,GMC shop,Phrase,Shop
SEM_Cars,Gmc,+GMC +shop,Broad,Shop
SEM_Cars,Gmc,GMC used,Exact,Used
SEM_Cars,Gmc,GMC used,Phrase,Used
SEM_Cars,Gmc,+GMC +used,Broad,Used
SEM_Cars,Gmc,GMC second hand,Exact,Second Hand
SEM_Cars,Gmc,GMC second hand,Phrase,Second Hand
SEM_Cars,Gmc,+GMC +second +hand,Broad,Second Hand
SEM_Cars,Gmc,GMC auto loan,Exact,Auto Loan
SEM_Cars,Gmc,GMC auto loan,Phrase,Auto Loan
SEM_Cars,Gmc,+GMC +auto +loan,Broad,Auto Loan
SEM_Cars,Gmc,GMC car loan,Exact,Car Loan
SEM_Cars,Gmc,GMC car loan,Phrase,Car Loan
SEM_Cars,Gmc,+GMC +car +loan,Broad,Car Loan
SEM_Cars,Gmc,GMC auto finance,Exact,Auto Finance
SEM_Cars,Gmc,GMC auto finance,Phrase,Auto Finance
SEM_Cars,Gmc,+GMC +auto +finance,Broad,Auto Finance
SEM_Cars,Gmc,GMC car finance,Exact,Car Finance
SEM_Cars,Gmc,GMC car finance,Phrase,Car Finance
SEM_Cars,Gmc,+GMC +car +finance,Broad,Car Finance
SEM_Cars,Gmc,GMC cheap,Exact,Cheap
SEM_Cars,Gmc,GMC cheap,Phrase,Cheap
SEM_Cars,Gmc,+GMC +cheap,Broad,Cheap
SEM_Cars,Gmc,GMC cheapest,Exact,Cheapest
SEM_Cars,Gmc,GMC cheapest,Phrase,Cheapest
SEM_Cars,Gmc,+GMC +cheapest,Broad,Cheapest
SEM_Cars,Gmc,GMC best price,Exact,Best Price
SEM_Cars,Gmc,GMC best price,Phrase,Best Price
SEM_Cars,Gmc,+GMC +best +price,Broad,Best Price
SEM_Cars,Gmc,GMC lease,Exact,Lease
SEM_Cars,Gmc,GMC lease,Phrase,Lease
SEM_Cars,Gmc,+GMC +lease,Broad,Lease
SEM_Cars,Gmc,GMC leasing,Exact,Leasing
SEM_Cars,Gmc,GMC leasing,Phrase,Leasing
SEM_Cars,Gmc,+GMC +leasing,Broad,Leasing
SEM_Cars,Gmc,GMC certified,Exact,Certified
SEM_Cars,Gmc,GMC certified,Phrase,Certified
SEM_Cars,Gmc,+GMC +certified,Broad,Certified
SEM_Cars,Gmc,buy GMC,Exact,Buy
SEM_Cars,Gmc,buy GMC,Phrase,Buy
SEM_Cars,Gmc,+buy +GMC,Broad,Buy
SEM_Cars,Gmc,price GMC,Exact,Price
SEM_Cars,Gmc,price GMC,Phrase,Price
SEM_Cars,Gmc,+price +GMC,Broad,Price
SEM_Cars,Gmc,shop GMC,Exact,Shop
SEM_Cars,Gmc,shop GMC,Phrase,Shop
SEM_Cars,Gmc,+shop +GMC,Broad,Shop
SEM_Cars,Gmc,used GMC,Exact,Used
SEM_Cars,Gmc,used GMC,Phrase,Used
SEM_Cars,Gmc,+used +GMC,Broad,Used
SEM_Cars,Gmc,second hand GMC,Exact,Second Hand
SEM_Cars,Gmc,second hand GMC,Phrase,Second Hand
SEM_Cars,Gmc,+second +hand +GMC,Broad,Second Hand
SEM_Cars,Gmc,auto loan GMC,Exact,Auto Loan
SEM_Cars,Gmc,auto loan GMC,Phrase,Auto Loan
SEM_Cars,Gmc,+auto +loan +GMC,Broad,Auto Loan
SEM_Cars,Gmc,car loan GMC,Exact,Car Loan
SEM_Cars,Gmc,car loan GMC,Phrase,Car Loan
SEM_Cars,Gmc,+car +loan +GMC,Broad,Car Loan
SEM_Cars,Gmc,auto finance GMC,Exact,Auto Finance
SEM_Cars,Gmc,auto finance GMC,Phrase,Auto Finance
SEM_Cars,Gmc,+auto +finance +GMC,Broad,Auto Finance
SEM_Cars,Gmc,car finance GMC,Exact,Car Finance
SEM_Cars,Gmc,car finance GMC,Phrase,Car Finance
SEM_Cars,Gmc,+car +finance +GMC,Broad,Car Finance
SEM_Cars,Gmc,cheap GMC,Exact,Cheap
SEM_Cars,Gmc,cheap GMC,Phrase,Cheap
SEM_Cars,Gmc,+cheap +GMC,Broad,Cheap
SEM_Cars,Gmc,cheapest GMC,Exact,Cheapest
SEM_Cars,Gmc,cheapest GMC,Phrase,Cheapest
SEM_Cars,Gmc,+cheapest +GMC,Broad,Cheapest
SEM_Cars,Gmc,best price GMC,Exact,Best Price
SEM_Cars,Gmc,best price GMC,Phrase,Best Price
SEM_Cars,Gmc,+best +price +GMC,Broad,Best Price
SEM_Cars,Gmc,lease GMC,Exact,Lease
SEM_Cars,Gmc,lease GMC,Phrase,Lease
SEM_Cars,Gmc,+lease +GMC,Broad,Lease
